timestamp,sender,recipient,subject,size_bytes,attachment,spam_score,action,src_ip,category
2024-03-14 15:17:02,jscott@aceptech.local,fclark@aceptech.local,Q1 Report,49641,report.pdf,0.71,Delivered,10.10.50.7,Normal
2024-03-26 16:44:13,pbrooks@aceptech.local,lward@aceptech.local,Team Schedule,40922,invoice.xlsx,1.49,Delivered,10.10.50.7,Normal
2024-03-25 12:45:22,rsanders@aceptech.local,kgreen@aceptech.local,Action Required,41176,invoice.xlsx,0.76,Delivered,10.10.50.7,Normal
2024-03-18 12:34:53,mbaker@aceptech.local,ocarter@aceptech.local,Action Required,36574,None,1.35,Delivered,10.10.50.7,Normal
2024-03-26 08:49:33,mwilson@aceptech.local,crogers@aceptech.local,Agenda for Tomorrow,29403,None,0.46,Delivered,10.10.50.7,Normal
2024-03-11 12:37:20,sturner@aceptech.local,yedwards@aceptech.local,Please Review,41005,None,1.39,Delivered,10.10.50.7,Normal
2024-03-20 17:42:22,crogers@aceptech.local,rsanders@aceptech.local,Invoice Attached,28397,report.pdf,1.49,Delivered,10.10.50.7,Normal
2024-03-02 16:45:07,zstewart@aceptech.local,eharris@aceptech.local,Agenda for Tomorrow,39128,invoice.xlsx,1.19,Delivered,10.10.50.7,Normal
2024-03-05 16:47:39,glewis@aceptech.local,ptaylor@aceptech.local,Quick Question,45451,None,1.14,Delivered,10.10.50.7,Normal
2024-03-04 15:52:39,asanchez@aceptech.local,lbrown@aceptech.local,Project Update,30695,None,1.28,Delivered,10.10.50.7,Normal
2024-03-29 17:31:37,kcox@aceptech.local,kcox@aceptech.local,Team Schedule,40229,report.pdf,1.32,Delivered,10.10.50.7,Normal
2024-03-24 15:24:14,vparker@aceptech.local,rsanders@aceptech.local,FYI,20048,None,0.87,Delivered,10.10.50.7,Normal
2024-03-27 11:46:34,vparker@aceptech.local,qkelly@aceptech.local,Agenda for Tomorrow,40652,None,0.87,Delivered,10.10.50.7,Normal
2024-03-02 13:39:18,lbrown@aceptech.local,sturner@aceptech.local,Action Required,22091,None,0.13,Delivered,10.10.50.7,Normal
2024-03-15 17:46:15,wevans@aceptech.local,ladams@aceptech.local,Meeting Follow-up,13192,None,0.42,Delivered,10.10.50.7,Normal
2024-03-26 13:16:12,rroberts@aceptech.local,wevans@aceptech.local,Project Update,29423,None,1.17,Delivered,10.10.50.7,Normal
2024-03-19 11:28:15,ocarter@aceptech.local,mwilson@aceptech.local,Quick Question,37962,None,0.65,Delivered,10.10.50.7,Normal
2024-03-15 15:11:21,hmurphy@aceptech.local,ecook@aceptech.local,Team Schedule,30749,None,0.53,Delivered,10.10.50.7,Normal
2024-03-15 11:22:08,eharris@aceptech.local,gbell@aceptech.local,Quick Question,31658,None,1.34,Delivered,10.10.50.7,Normal
2024-03-19 13:38:30,nnelson@aceptech.local,wevans@aceptech.local,Invoice Attached,35904,None,0.4,Delivered,10.10.50.7,Normal
2024-03-03 12:26:43,mrichardson@aceptech.local,mwilson@aceptech.local,Team Schedule,11229,None,0.85,Delivered,10.10.50.7,Normal
2024-03-14 11:36:44,xcollins@aceptech.local,pmitchell@aceptech.local,Team Schedule,24413,None,1.16,Delivered,10.10.50.7,Normal
2024-03-27 16:45:53,ibailey@aceptech.local,xcollins@aceptech.local,Agenda for Tomorrow,16830,None,0.09,Delivered,10.10.50.7,Normal
2024-03-12 11:19:40,rthompson@aceptech.local,wevans@aceptech.local,Quick Question,23088,None,0.27,Delivered,10.10.50.7,Normal
2024-03-14 10:53:30,qperez@aceptech.local,sturner@aceptech.local,FYI,20984,report.pdf,0.48,Delivered,10.10.50.7,Normal
2024-03-14 12:14:08,cwhite@aceptech.local,ecook@aceptech.local,Q1 Report,10105,report.pdf,1.45,Delivered,10.10.50.7,Normal
2024-03-15 09:45:57,qperez@aceptech.local,asanchez@aceptech.local,Please Review,22211,report.pdf,0.99,Delivered,10.10.50.7,Normal
2024-03-15 11:56:23,ecook@aceptech.local,zstewart@aceptech.local,Team Schedule,21876,invoice.xlsx,0.74,Delivered,10.10.50.7,Normal
2024-03-13 13:02:12,amartin@aceptech.local,eharris@aceptech.local,Action Required,42164,invoice.xlsx,0.48,Delivered,10.10.50.7,Normal
2024-03-30 13:20:23,lward@aceptech.local,ecook@aceptech.local,Action Required,20008,None,0.08,Delivered,10.10.50.7,Normal
2024-03-26 15:33:43,fmorgan@aceptech.local,mwilson@aceptech.local,Invoice Attached,22335,report.pdf,0.41,Delivered,10.10.50.7,Normal
2024-03-28 12:06:17,mwilson@aceptech.local,lward@aceptech.local,FYI,21044,None,1.04,Delivered,10.10.50.7,Normal
2024-03-26 13:24:12,qkelly@aceptech.local,jsmith@aceptech.local,FYI,20249,invoice.xlsx,0.54,Delivered,10.10.50.7,Normal
2024-03-03 16:32:40,wevans@aceptech.local,sprice@aceptech.local,Invoice Attached,28596,None,0.87,Delivered,10.10.50.7,Normal
2024-03-02 11:56:01,rroberts@aceptech.local,amartin@aceptech.local,Please Review,28867,report.pdf,0.39,Delivered,10.10.50.7,Normal
2024-03-12 15:33:53,owatson@aceptech.local,glewis@aceptech.local,Agenda for Tomorrow,5921,None,0.07,Delivered,10.10.50.7,Normal
2024-03-22 10:21:08,owatson@aceptech.local,ladams@aceptech.local,Team Schedule,30069,None,1.01,Delivered,10.10.50.7,Normal
2024-03-14 10:25:51,zstewart@aceptech.local,qkelly@aceptech.local,Q1 Report,48265,None,0.36,Delivered,10.10.50.7,Normal
2024-03-14 14:03:20,xcollins@aceptech.local,hrobinson@aceptech.local,Team Schedule,36197,None,0.2,Delivered,10.10.50.7,Normal
2024-03-18 14:15:36,gbell@aceptech.local,ptaylor@aceptech.local,Quick Question,25245,report.pdf,0.62,Delivered,10.10.50.7,Normal
2024-03-28 08:12:32,lbrown@aceptech.local,amartin@aceptech.local,Action Required,48351,report.pdf,0.25,Delivered,10.10.50.7,Normal
2024-03-08 11:00:29,dlee@aceptech.local,pmitchell@aceptech.local,Q1 Report,14745,invoice.xlsx,0.46,Delivered,10.10.50.7,Normal
2024-03-10 15:19:56,ptaylor@aceptech.local,glewis@aceptech.local,Team Schedule,31162,invoice.xlsx,1.06,Delivered,10.10.50.7,Normal
2024-03-10 14:29:29,kgreen@aceptech.local,jsmith@aceptech.local,FYI,30678,invoice.xlsx,0.91,Delivered,10.10.50.7,Normal
2024-03-15 08:07:54,nnelson@aceptech.local,xcollins@aceptech.local,Meeting Follow-up,30173,invoice.xlsx,0.49,Delivered,10.10.50.7,Normal
2024-03-04 13:52:36,xcollins@aceptech.local,fclark@aceptech.local,FYI,34106,None,0.87,Delivered,10.10.50.7,Normal
2024-03-30 15:49:50,tphillips@aceptech.local,tphillips@aceptech.local,Q1 Report,22797,invoice.xlsx,0.56,Delivered,10.10.50.7,Normal
2024-03-23 12:42:50,fmorgan@aceptech.local,zstewart@aceptech.local,Agenda for Tomorrow,24139,invoice.xlsx,1.46,Delivered,10.10.50.7,Normal
2024-03-06 17:48:15,kcox@aceptech.local,kgreen@aceptech.local,Q1 Report,23506,None,1.17,Delivered,10.10.50.7,Normal
2024-03-09 09:52:47,xcollins@aceptech.local,pbrooks@aceptech.local,Team Schedule,26791,invoice.xlsx,1.35,Delivered,10.10.50.7,Normal
2024-03-20 11:16:49,dreed@aceptech.local,crogers@aceptech.local,Q1 Report,14741,invoice.xlsx,0.9,Delivered,10.10.50.7,Normal
2024-03-06 11:33:27,pmitchell@aceptech.local,dreed@aceptech.local,Project Update,16838,None,0.35,Delivered,10.10.50.7,Normal
2024-03-24 09:35:56,ecook@aceptech.local,owatson@aceptech.local,Please Review,7570,None,1.33,Delivered,10.10.50.7,Normal
2024-03-26 17:02:40,fmorgan@aceptech.local,lbrown@aceptech.local,Action Required,7914,report.pdf,1.37,Delivered,10.10.50.7,Normal
2024-03-18 11:58:40,mbaker@aceptech.local,rroberts@aceptech.local,Action Required,24552,report.pdf,0.3,Delivered,10.10.50.7,Normal
2024-03-04 16:46:28,sturner@aceptech.local,ucampbell@aceptech.local,Agenda for Tomorrow,27813,report.pdf,0.45,Delivered,10.10.50.7,Normal
2024-03-28 15:03:15,ucampbell@aceptech.local,xcollins@aceptech.local,Team Schedule,5018,None,0.42,Delivered,10.10.50.7,Normal
2024-03-07 12:35:40,yedwards@aceptech.local,sturner@aceptech.local,Meeting Follow-up,38813,invoice.xlsx,0.7,Delivered,10.10.50.7,Normal
2024-03-27 15:36:13,nwood@aceptech.local,rthompson@aceptech.local,Invoice Attached,34674,None,1.26,Delivered,10.10.50.7,Normal
2024-03-08 17:32:26,mbaker@aceptech.local,nnelson@aceptech.local,Invoice Attached,34654,report.pdf,1.38,Delivered,10.10.50.7,Normal
2024-03-10 12:18:00,gbell@aceptech.local,wevans@aceptech.local,Invoice Attached,5002,report.pdf,0.96,Delivered,10.10.50.7,Normal
2024-03-01 14:49:52,ptaylor@aceptech.local,dlee@aceptech.local,Quick Question,39458,None,1.28,Delivered,10.10.50.7,Normal
2024-03-15 15:22:58,eharris@aceptech.local,asanchez@aceptech.local,Project Update,14734,None,0.97,Delivered,10.10.50.7,Normal
2024-03-21 11:54:30,yedwards@aceptech.local,dlee@aceptech.local,Action Required,11111,invoice.xlsx,1.4,Delivered,10.10.50.7,Normal
2024-03-09 10:59:58,lbrown@aceptech.local,crogers@aceptech.local,Q1 Report,21981,report.pdf,1.09,Delivered,10.10.50.7,Normal
2024-03-01 17:33:13,jscott@aceptech.local,hrobinson@aceptech.local,Meeting Follow-up,29516,invoice.xlsx,1.18,Delivered,10.10.50.7,Normal
2024-03-06 12:50:25,ecook@aceptech.local,jscott@aceptech.local,FYI,11860,None,0.69,Delivered,10.10.50.7,Normal
2024-03-08 16:18:47,jsmith@aceptech.local,dlee@aceptech.local,Please Review,35480,None,0.72,Delivered,10.10.50.7,Normal
2024-03-26 08:35:07,sturner@aceptech.local,ladams@aceptech.local,Team Schedule,15800,None,0.12,Delivered,10.10.50.7,Normal
2024-03-23 17:30:06,jscott@aceptech.local,mrichardson@aceptech.local,Quick Question,42835,None,0.28,Delivered,10.10.50.7,Normal
2024-03-09 15:43:34,jscott@aceptech.local,asanchez@aceptech.local,Team Schedule,37018,None,1.36,Delivered,10.10.50.7,Normal
2024-03-19 11:17:31,dreed@aceptech.local,lward@aceptech.local,Please Review,5756,None,1.27,Delivered,10.10.50.7,Normal
2024-03-01 14:27:24,sturner@aceptech.local,pbrooks@aceptech.local,FYI,36537,None,0.74,Delivered,10.10.50.7,Normal
2024-03-21 10:13:03,nnelson@aceptech.local,jrivera@aceptech.local,Meeting Follow-up,36006,None,1.15,Delivered,10.10.50.7,Normal
2024-03-19 17:57:11,qkelly@aceptech.local,rroberts@aceptech.local,Q1 Report,14578,None,0.76,Delivered,10.10.50.7,Normal
2024-03-04 14:56:31,glewis@aceptech.local,ocarter@aceptech.local,Agenda for Tomorrow,40452,invoice.xlsx,1.29,Delivered,10.10.50.7,Normal
2024-03-13 14:54:47,kcox@aceptech.local,sprice@aceptech.local,Action Required,20377,report.pdf,1.45,Delivered,10.10.50.7,Normal
2024-03-07 13:58:16,lbrown@aceptech.local,xcollins@aceptech.local,Meeting Follow-up,13962,None,0.79,Delivered,10.10.50.7,Normal
2024-03-23 15:58:37,jsmith@aceptech.local,iwalker@aceptech.local,Meeting Follow-up,9698,invoice.xlsx,0.05,Delivered,10.10.50.7,Normal
2024-03-03 09:32:08,wevans@aceptech.local,amartin@aceptech.local,Team Schedule,33411,report.pdf,1.33,Delivered,10.10.50.7,Normal
2024-03-01 15:32:45,lbrown@aceptech.local,rroberts@aceptech.local,FYI,22163,None,0.77,Delivered,10.10.50.7,Normal
2024-03-15 13:25:01,wevans@aceptech.local,nwood@aceptech.local,Team Schedule,30320,report.pdf,0.59,Delivered,10.10.50.7,Normal
2024-03-04 14:04:51,kcox@aceptech.local,cwhite@aceptech.local,Invoice Attached,29313,None,0.93,Delivered,10.10.50.7,Normal
2024-03-16 12:56:45,asanchez@aceptech.local,ptaylor@aceptech.local,Agenda for Tomorrow,48957,None,0.6,Delivered,10.10.50.7,Normal
2024-03-02 14:35:24,cwhite@aceptech.local,ptaylor@aceptech.local,Agenda for Tomorrow,23513,None,1.06,Delivered,10.10.50.7,Normal
2024-03-10 12:28:11,ocarter@aceptech.local,jscott@aceptech.local,FYI,48338,report.pdf,1.42,Delivered,10.10.50.7,Normal
2024-03-25 08:41:16,pbrooks@aceptech.local,sprice@aceptech.local,Q1 Report,31027,None,0.85,Delivered,10.10.50.7,Normal
2024-03-07 13:57:15,ecook@aceptech.local,rthompson@aceptech.local,Project Update,26713,invoice.xlsx,0.82,Delivered,10.10.50.7,Normal
2024-03-27 10:28:44,dlee@aceptech.local,mrichardson@aceptech.local,FYI,26227,None,1.24,Delivered,10.10.50.7,Normal
2024-03-25 08:21:12,rthompson@aceptech.local,mbaker@aceptech.local,Invoice Attached,21705,None,0.18,Delivered,10.10.50.7,Normal
2024-03-20 14:26:20,pmitchell@aceptech.local,nwood@aceptech.local,Action Required,33686,report.pdf,0.25,Delivered,10.10.50.7,Normal
2024-03-04 14:23:39,tphillips@aceptech.local,lward@aceptech.local,Agenda for Tomorrow,37572,None,0.46,Delivered,10.10.50.7,Normal
2024-03-14 15:02:23,iwalker@aceptech.local,fclark@aceptech.local,Please Review,30314,None,0.3,Delivered,10.10.50.7,Normal
2024-03-30 11:35:30,kcox@aceptech.local,qkelly@aceptech.local,Agenda for Tomorrow,5639,report.pdf,1.01,Delivered,10.10.50.7,Normal
2024-03-28 10:28:31,vparker@aceptech.local,tphillips@aceptech.local,Quick Question,41616,None,0.71,Delivered,10.10.50.7,Normal
2024-03-18 09:54:30,kgreen@aceptech.local,lward@aceptech.local,Please Review,26893,invoice.xlsx,1.23,Delivered,10.10.50.7,Normal
2024-03-27 14:54:43,lbrown@aceptech.local,yedwards@aceptech.local,Agenda for Tomorrow,29539,invoice.xlsx,0.26,Delivered,10.10.50.7,Normal
2024-03-02 10:54:23,kgreen@aceptech.local,ecook@aceptech.local,Project Update,28888,None,1.12,Delivered,10.10.50.7,Normal
2024-03-12 15:49:21,jsmith@aceptech.local,ucampbell@aceptech.local,Project Update,37106,invoice.xlsx,1.44,Delivered,10.10.50.7,Normal
2024-03-28 14:57:28,dreed@aceptech.local,pmitchell@aceptech.local,Q1 Report,25058,report.pdf,0.56,Delivered,10.10.50.7,Normal
2024-03-09 12:40:16,glewis@aceptech.local,owatson@aceptech.local,Meeting Follow-up,41920,report.pdf,0.21,Delivered,10.10.50.7,Normal
2024-03-26 16:00:49,nnelson@aceptech.local,amartin@aceptech.local,Meeting Follow-up,10026,report.pdf,1.1,Delivered,10.10.50.7,Normal
2024-03-28 17:43:36,pbrooks@aceptech.local,ocarter@aceptech.local,Project Update,12410,None,1.39,Delivered,10.10.50.7,Normal
2024-03-08 17:19:32,iwalker@aceptech.local,owatson@aceptech.local,Meeting Follow-up,29068,invoice.xlsx,1.39,Delivered,10.10.50.7,Normal
2024-03-20 10:53:12,hmurphy@aceptech.local,hmurphy@aceptech.local,FYI,13477,None,1.32,Delivered,10.10.50.7,Normal
2024-03-20 14:54:42,jsmith@aceptech.local,asanchez@aceptech.local,Invoice Attached,36167,None,1.22,Delivered,10.10.50.7,Normal
2024-03-02 16:13:20,sturner@aceptech.local,ucampbell@aceptech.local,FYI,26683,None,0.83,Delivered,10.10.50.7,Normal
2024-03-09 09:06:08,yedwards@aceptech.local,sturner@aceptech.local,Quick Question,18909,report.pdf,0.85,Delivered,10.10.50.7,Normal
2024-03-23 13:35:17,hmurphy@aceptech.local,xcollins@aceptech.local,Quick Question,38714,None,0.29,Delivered,10.10.50.7,Normal
2024-03-09 13:28:28,lward@aceptech.local,glewis@aceptech.local,Project Update,17797,None,1.04,Delivered,10.10.50.7,Normal
2024-03-03 17:03:36,nnelson@aceptech.local,mrichardson@aceptech.local,Quick Question,35122,None,0.28,Delivered,10.10.50.7,Normal
2024-03-26 13:18:01,rroberts@aceptech.local,hmurphy@aceptech.local,Please Review,16022,report.pdf,0.81,Delivered,10.10.50.7,Normal
2024-03-07 16:32:44,fclark@aceptech.local,fclark@aceptech.local,Meeting Follow-up,26030,invoice.xlsx,0.26,Delivered,10.10.50.7,Normal
2024-03-21 17:24:05,rthompson@aceptech.local,pmitchell@aceptech.local,Agenda for Tomorrow,44781,None,0.08,Delivered,10.10.50.7,Normal
2024-03-27 15:52:03,nnelson@aceptech.local,mrichardson@aceptech.local,Please Review,24362,None,0.47,Delivered,10.10.50.7,Normal
2024-03-04 12:46:52,lward@aceptech.local,ladams@aceptech.local,Agenda for Tomorrow,6126,report.pdf,1.39,Delivered,10.10.50.7,Normal
2024-03-13 10:10:38,dreed@aceptech.local,nnelson@aceptech.local,Quick Question,10198,report.pdf,0.34,Delivered,10.10.50.7,Normal
2024-03-25 15:42:13,hmurphy@aceptech.local,cwhite@aceptech.local,FYI,14292,None,1.5,Delivered,10.10.50.7,Normal
2024-03-02 14:57:53,mwilson@aceptech.local,ecook@aceptech.local,FYI,11492,None,1.35,Delivered,10.10.50.7,Normal
2024-03-22 16:18:31,ocarter@aceptech.local,jscott@aceptech.local,Meeting Follow-up,6982,report.pdf,0.39,Delivered,10.10.50.7,Normal
2024-03-14 08:34:24,asanchez@aceptech.local,ucampbell@aceptech.local,Q1 Report,37551,None,0.51,Delivered,10.10.50.7,Normal
2024-03-17 13:27:30,crogers@aceptech.local,kjones@aceptech.local,Agenda for Tomorrow,18714,None,0.1,Delivered,10.10.50.7,Normal
2024-03-01 10:23:17,yedwards@aceptech.local,cwhite@aceptech.local,Quick Question,37683,None,1.28,Delivered,10.10.50.7,Normal
2024-03-09 13:38:37,cwhite@aceptech.local,gbell@aceptech.local,Meeting Follow-up,7445,None,0.17,Delivered,10.10.50.7,Normal
2024-03-23 17:34:28,asanchez@aceptech.local,qperez@aceptech.local,Invoice Attached,27539,None,1.29,Delivered,10.10.50.7,Normal
2024-03-20 11:53:10,eharris@aceptech.local,ptaylor@aceptech.local,Meeting Follow-up,10841,report.pdf,1.05,Delivered,10.10.50.7,Normal
2024-03-17 13:21:28,fmorgan@aceptech.local,cwhite@aceptech.local,Agenda for Tomorrow,11930,invoice.xlsx,1.18,Delivered,10.10.50.7,Normal
2024-03-22 14:33:40,cwhite@aceptech.local,ptaylor@aceptech.local,Please Review,29932,report.pdf,0.65,Delivered,10.10.50.7,Normal
2024-03-04 13:35:56,rthompson@aceptech.local,dreed@aceptech.local,Please Review,48449,None,0.92,Delivered,10.10.50.7,Normal
2024-03-17 12:11:56,mwilson@aceptech.local,hrobinson@aceptech.local,Project Update,37487,None,0.89,Delivered,10.10.50.7,Normal
2024-03-19 13:49:52,ladams@aceptech.local,lward@aceptech.local,Agenda for Tomorrow,37092,invoice.xlsx,0.11,Delivered,10.10.50.7,Normal
2024-03-13 08:12:07,mbaker@aceptech.local,cwhite@aceptech.local,Please Review,12295,invoice.xlsx,0.93,Delivered,10.10.50.7,Normal
2024-03-01 11:25:00,jrivera@aceptech.local,jscott@aceptech.local,Invoice Attached,15674,report.pdf,0.95,Delivered,10.10.50.7,Normal
2024-03-23 08:09:57,vparker@aceptech.local,pmitchell@aceptech.local,Invoice Attached,19872,report.pdf,0.74,Delivered,10.10.50.7,Normal
2024-03-23 10:08:17,rthompson@aceptech.local,pbrooks@aceptech.local,Project Update,23440,report.pdf,1.44,Delivered,10.10.50.7,Normal
2024-03-02 17:49:23,glewis@aceptech.local,eharris@aceptech.local,Meeting Follow-up,18876,invoice.xlsx,0.72,Delivered,10.10.50.7,Normal
2024-03-18 16:52:16,ptaylor@aceptech.local,sturner@aceptech.local,Action Required,30947,None,0.58,Delivered,10.10.50.7,Normal
2024-03-18 11:17:59,hrobinson@aceptech.local,mwilson@aceptech.local,Please Review,22639,report.pdf,1.08,Delivered,10.10.50.7,Normal
2024-03-06 10:47:53,nwood@aceptech.local,hmurphy@aceptech.local,Action Required,49112,None,1.32,Delivered,10.10.50.7,Normal
2024-03-03 09:37:32,jsmith@aceptech.local,qkelly@aceptech.local,Project Update,13409,None,0.58,Delivered,10.10.50.7,Normal
2024-03-26 14:29:31,jrivera@aceptech.local,iwalker@aceptech.local,Quick Question,40793,None,1.4,Delivered,10.10.50.7,Normal
2024-03-22 13:02:10,asanchez@aceptech.local,qkelly@aceptech.local,Team Schedule,19545,report.pdf,1.25,Delivered,10.10.50.7,Normal
2024-03-04 15:20:20,rsanders@aceptech.local,sprice@aceptech.local,FYI,46108,None,0.72,Delivered,10.10.50.7,Normal
2024-03-02 16:51:38,kgreen@aceptech.local,qperez@aceptech.local,FYI,27714,None,1.12,Delivered,10.10.50.7,Normal
2024-03-18 12:05:05,asanchez@aceptech.local,tphillips@aceptech.local,Team Schedule,36439,None,1.04,Delivered,10.10.50.7,Normal
2024-03-09 10:23:32,qperez@aceptech.local,hmurphy@aceptech.local,Agenda for Tomorrow,27087,report.pdf,1.29,Delivered,10.10.50.7,Normal
2024-03-20 13:33:59,wevans@aceptech.local,zstewart@aceptech.local,FYI,19678,None,1.13,Delivered,10.10.50.7,Normal
2024-03-18 15:24:27,ptaylor@aceptech.local,vparker@aceptech.local,Team Schedule,20663,None,0.24,Delivered,10.10.50.7,Normal
2024-03-13 13:47:48,kcox@aceptech.local,glewis@aceptech.local,Invoice Attached,40237,report.pdf,0.12,Delivered,10.10.50.7,Normal
2024-03-26 16:57:35,dreed@aceptech.local,qkelly@aceptech.local,FYI,13372,None,0.66,Delivered,10.10.50.7,Normal
2024-03-16 13:28:07,iwalker@aceptech.local,dreed@aceptech.local,Meeting Follow-up,24170,report.pdf,0.16,Delivered,10.10.50.7,Normal
2024-03-10 10:34:26,kgreen@aceptech.local,ocarter@aceptech.local,Agenda for Tomorrow,33472,None,0.91,Delivered,10.10.50.7,Normal
2024-03-19 12:13:47,zstewart@aceptech.local,ucampbell@aceptech.local,Q1 Report,41191,None,0.09,Delivered,10.10.50.7,Normal
2024-03-16 13:07:11,ucampbell@aceptech.local,lbrown@aceptech.local,Agenda for Tomorrow,30271,report.pdf,0.54,Delivered,10.10.50.7,Normal
2024-03-20 08:23:22,fmorgan@aceptech.local,pmitchell@aceptech.local,Invoice Attached,31741,None,0.26,Delivered,10.10.50.7,Normal
2024-03-21 12:11:02,hmurphy@aceptech.local,sturner@aceptech.local,Quick Question,10459,None,0.02,Delivered,10.10.50.7,Normal
2024-03-06 10:15:43,kjones@aceptech.local,bmorris@aceptech.local,FYI,17126,None,0.97,Delivered,10.10.50.7,Normal
2024-03-12 14:53:02,hrobinson@aceptech.local,mbaker@aceptech.local,Quick Question,23070,None,0.63,Delivered,10.10.50.7,Normal
2024-03-14 09:38:46,rsanders@aceptech.local,mrichardson@aceptech.local,Project Update,36198,None,0.82,Delivered,10.10.50.7,Normal
2024-03-26 08:46:02,ladams@aceptech.local,ptaylor@aceptech.local,Meeting Follow-up,19830,None,0.2,Delivered,10.10.50.7,Normal
2024-03-30 17:27:52,pbrooks@aceptech.local,fmorgan@aceptech.local,Quick Question,40342,None,1.36,Delivered,10.10.50.7,Normal
2024-03-06 15:59:18,nnelson@aceptech.local,kgreen@aceptech.local,Action Required,37899,invoice.xlsx,0.31,Delivered,10.10.50.7,Normal
2024-03-15 17:36:48,rroberts@aceptech.local,rroberts@aceptech.local,Please Review,38912,None,0.52,Delivered,10.10.50.7,Normal
2024-03-19 10:52:48,fmorgan@aceptech.local,ladams@aceptech.local,Team Schedule,18263,None,0.45,Delivered,10.10.50.7,Normal
2024-03-20 11:54:26,lward@aceptech.local,mrichardson@aceptech.local,Team Schedule,13721,None,0.27,Delivered,10.10.50.7,Normal
2024-03-20 08:04:26,lbrown@aceptech.local,fmorgan@aceptech.local,Meeting Follow-up,28845,None,0.35,Delivered,10.10.50.7,Normal
2024-03-12 13:40:02,nwood@aceptech.local,lbrown@aceptech.local,Invoice Attached,47375,None,0.65,Delivered,10.10.50.7,Normal
2024-03-29 11:30:38,asanchez@aceptech.local,sprice@aceptech.local,Meeting Follow-up,33848,None,0.87,Delivered,10.10.50.7,Normal
2024-03-02 16:19:15,owatson@aceptech.local,mrichardson@aceptech.local,FYI,13634,None,0.63,Delivered,10.10.50.7,Normal
2024-03-12 14:37:55,dlee@aceptech.local,amartin@aceptech.local,Agenda for Tomorrow,9936,invoice.xlsx,0.12,Delivered,10.10.50.7,Normal
2024-03-09 10:14:51,mrichardson@aceptech.local,hrobinson@aceptech.local,Invoice Attached,48199,None,0.55,Delivered,10.10.50.7,Normal
2024-03-26 16:27:29,qperez@aceptech.local,ptaylor@aceptech.local,Meeting Follow-up,47179,report.pdf,1.01,Delivered,10.10.50.7,Normal
2024-03-29 16:56:06,nwood@aceptech.local,jrivera@aceptech.local,Project Update,47623,None,0.58,Delivered,10.10.50.7,Normal
2024-03-21 15:17:25,pmitchell@aceptech.local,ladams@aceptech.local,FYI,40008,report.pdf,1.37,Delivered,10.10.50.7,Normal
2024-03-01 08:46:22,owatson@aceptech.local,hmurphy@aceptech.local,Q1 Report,40754,invoice.xlsx,1.19,Delivered,10.10.50.7,Normal
2024-03-05 13:49:38,qkelly@aceptech.local,qkelly@aceptech.local,Agenda for Tomorrow,18909,invoice.xlsx,0.16,Delivered,10.10.50.7,Normal
2024-03-05 09:19:11,tphillips@aceptech.local,kjones@aceptech.local,Action Required,32696,report.pdf,0.56,Delivered,10.10.50.7,Normal
2024-03-22 08:38:46,bmorris@aceptech.local,kgreen@aceptech.local,Agenda for Tomorrow,8474,None,0.07,Delivered,10.10.50.7,Normal
2024-03-28 09:09:36,pmitchell@aceptech.local,wevans@aceptech.local,Team Schedule,25896,invoice.xlsx,0.88,Delivered,10.10.50.7,Normal
2024-03-01 15:46:35,lbrown@aceptech.local,mwilson@aceptech.local,Quick Question,8470,invoice.xlsx,0.98,Delivered,10.10.50.7,Normal
2024-03-20 09:01:28,mrichardson@aceptech.local,dlee@aceptech.local,FYI,35997,None,0.06,Delivered,10.10.50.7,Normal
2024-03-18 12:52:34,qperez@aceptech.local,jscott@aceptech.local,Meeting Follow-up,39155,None,0.74,Delivered,10.10.50.7,Normal
2024-03-22 14:13:55,vparker@aceptech.local,iwalker@aceptech.local,Meeting Follow-up,19802,None,0.85,Delivered,10.10.50.7,Normal
2024-03-04 10:52:44,crogers@aceptech.local,pmitchell@aceptech.local,Team Schedule,5749,invoice.xlsx,0.91,Delivered,10.10.50.7,Normal
2024-03-20 10:22:06,yedwards@aceptech.local,nnelson@aceptech.local,Action Required,16356,None,1.36,Delivered,10.10.50.7,Normal
2024-03-21 17:15:02,mbaker@aceptech.local,lbrown@aceptech.local,Q1 Report,49660,report.pdf,0.93,Delivered,10.10.50.7,Normal
2024-03-15 12:07:38,rsanders@aceptech.local,sprice@aceptech.local,Please Review,20751,None,0.76,Delivered,10.10.50.7,Normal
2024-03-19 16:25:24,nwood@aceptech.local,mwilson@aceptech.local,Agenda for Tomorrow,28887,None,0.43,Delivered,10.10.50.7,Normal
2024-03-01 17:26:50,pbrooks@aceptech.local,hrobinson@aceptech.local,Team Schedule,15896,None,0.52,Delivered,10.10.50.7,Normal
2024-03-25 17:47:34,asanchez@aceptech.local,asanchez@aceptech.local,Quick Question,18483,report.pdf,0.76,Delivered,10.10.50.7,Normal
2024-03-23 08:21:20,kgreen@aceptech.local,kcox@aceptech.local,Q1 Report,17962,None,0.02,Delivered,10.10.50.7,Normal
2024-03-21 08:18:24,owatson@aceptech.local,hrobinson@aceptech.local,Agenda for Tomorrow,8520,None,1.32,Delivered,10.10.50.7,Normal
2024-03-29 17:05:33,sturner@aceptech.local,ecook@aceptech.local,Agenda for Tomorrow,39334,None,0.55,Delivered,10.10.50.7,Normal
